Date,Close,High,Low,Open,Volume
2012-07-13,18.18187904,18.24859845,18.03250995,18.12117061,311427200
2012-07-16,18.24019432,18.38174842,18.18339099,18.18639728,301260400
2012-07-17,18.24108696,18.37813396,18.1271802,18.3567946,293624800
2012-07-18,18.22064972,18.28316225,18.13950237,18.23056743,252700000
2012-07-20,18.16174698,18.4664962,18.14371405,18.42411923,397471200
2012-07-26,17.27755356,17.44345167,17.14170872,17.42421655,406632800
2012-07-27,17.58650398,17.60664115,17.17866945,17.28145469,403936400
2012-07-30,17.88314056,18.01567893,17.66644856,17.75961786,379142400
2012-08-01,18.23718452,18.52540481,18.12267743,18.51067832,384501600
2012-08-02,18.26663208,18.3537888,18.04002396,18.11786488,332158400
2012-08-03,18.50436401,18.57288753,18.37993924,18.44215162,344920800
2012-08-06,18.71023178,18.77995748,18.49113699,18.55214557,302103200
2012-08-07,18.66094398,18.7838648,18.57468771,18.71684364,290446800
2012-08-08,18.62939072,18.75020892,18.54644086,18.61526452,244706000
2012-08-09,18.73563194,18.76581586,18.64719509,18.64870388,221642400
2012-08-10,18.76491165,18.76672188,18.67436312,18.67466456,194938800
2012-08-13,19.01543236,19.01543236,18.81169535,18.81592191,278832400
2012-08-14,19.0664463,19.27531584,19.02177571,19.07188022,340169200
2012-08-15,19.04048157,19.13616256,18.94751834,19.05466841,257342400
2012-08-16,19.20679665,19.21947309,19.03052577,19.05195676,254534000
2012-08-28,20.36763763,20.40687591,20.24298009,20.37306993,267416800
2012-08-29,20.32749367,20.45426287,20.30123487,20.38122022,202806800
2012-08-30,20.03773499,20.2695426,20.0069482,20.24207645,302699600
2012-08-31,20.07909012,20.18050486,19.83792505,20.13975778,338321200
2012-09-04,20.37277794,20.3779088,20.0567599,20.09479084,367892000
2012-09-05,20.22970772,20.41442848,20.21069144,20.39088583,336375200
2012-09-06,20.41200829,20.47297899,20.24690671,20.31844057,391196400
2012-09-07,20.53787804,20.59945162,20.39692195,20.46573806,329666400
2012-09-17,21.12161827,21.12222114,20.96557105,21.10863878,398031200
2012-09-18,21.18590927,21.19858571,21.02020319,21.12463713,373503200
2012-09-19,21.19163704,21.24868261,21.11527377,21.13610026,326874800
2012-09-20,21.08902168,21.13007181,20.9356906,21.10290548,336568400
2012-10-04,20.12617874,20.35104373,20.08845085,20.26049357,370725600
2012-10-17,19.45640373,19.70330246,19.43799195,19.58498476,389037600
2012-11-01,18.00550079,18.20048324,17.93396693,18.05620816,361298000
2012-11-06,17.59229279,17.83043865,17.5089884,17.81504607,374917200
2012-11-21,17.03135109,17.2032711,16.87671247,17.1086704,373002000
2012-11-23,17.32849312,17.34365481,17.05863667,17.1972035,272826400
2012-11-30,17.74632072,17.84092304,17.66748573,17.79210539,391319600
2012-12-03,17.77391624,18.02861433,17.75299462,18.00011267,364280000
2012-12-24,15.77212334,15.895833,15.72785433,15.77758207,175753200
2012-12-26,15.55471706,15.75059172,15.49771374,15.73664289,302436400
2012-12-28,15.45131683,15.59958827,15.40674505,15.47254288,354278400
2013-01-03,16.43706322,16.66659387,16.40371006,16.61231909,352965200
2013-01-09,15.67903328,15.91887248,15.6453757,15.84276603,407604400
2013-01-11,15.77606678,15.92827812,15.73725489,15.79729122,350506800
2013-01-31,13.81095123,13.92586794,13.79548834,13.85613028,319334400
2013-02-14,14.22997093,14.3839847,14.15159182,14.16684025,355275200
2013-02-15,14.03386497,14.33884337,14.02654534,14.29888994,391745200
2013-02-22,13.74871063,13.77280322,13.62031483,13.70113461,330654800
2013-02-25,13.50442505,13.88015755,13.49740999,13.84142568,372579200
2013-02-28,13.46172714,13.6590471,13.46172714,13.54254611,322515200
2013-03-08,13.16650772,13.27965428,13.07165945,13.10795224,391482000
2013-03-13,13.06372929,13.25129053,12.97254165,13.06677995,405549200
2013-03-14,13.19029999,13.25556433,13.12777847,13.20036327,303875600
2013-03-20,13.78744316,13.95670695,13.71150395,13.95030268,308660800
2013-03-21,13.80726719,13.96738062,13.727059,13.73071882,383255600
2013-03-22,14.0872364,14.0930299,13.81885619,13.86368775,395105200
2013-03-26,14.06375313,14.20709197,14.04514945,14.19489257,294294000
2013-03-27,13.78744316,13.93139279,13.74627142,13.92102412,331237200
2013-04-01,13.0808115,13.53187411,13.04512948,13.47697762,389732000
2013-04-03,13.1747427,13.33607607,13.12350604,13.15583363,363216000
2013-04-04,13.04451752,13.26654168,12.96918827,13.22872517,358447600
2013-04-05,12.9066658,12.96003694,12.79931275,12.94631221,383695200
2013-04-08,12.99846172,13.03780355,12.88501062,12.9569846,300829200
2013-04-09,13.02194691,13.06830298,12.89294115,13.00303866,306614000
2013-04-10,13.2875843,13.32936683,12.99236541,13.05610604,375928000
2013-04-11,13.24610615,13.35772736,13.1506471,13.22750166,328364400
2013-04-12,13.10795307,13.24061786,13.08629955,13.24061786,238613200
2013-04-15,12.80450058,13.04970278,12.79535103,13.02255953,317520000
2013-04-16,12.99938297,13.0106662,12.82646015,12.85695783,305771200
2013-04-25,12.45469093,12.6242585,12.41260382,12.54160961,384837600
2013-05-03,13.72340012,13.8225182,13.69808596,13.76396108,361300800
2013-05-09,14.02268219,14.21394093,13.98614999,14.11600965,398487600
2013-05-10,13.90602684,14.11294322,13.82958498,14.0595254,334852000
2013-05-13,13.96036243,14.05737394,13.86089654,13.86120313,316948800
2013-05-23,13.57355213,13.69696517,13.37860927,13.38352133,353021200
2013-05-24,13.66595268,13.68160946,13.51890165,13.53394441,276166800
2013-05-28,13.55206108,13.8489267,13.53394909,13.8117813,386145200
2013-05-29,13.65981579,13.7381005,13.48943244,13.50785266,330576400
2013-05-30,13.86335468,13.95299812,13.64630759,13.68130519,353519600
2013-05-31,13.80656052,14.03281689,13.79949902,13.89159684,384302800
2013-06-03,13.83695316,13.88730013,13.58398787,13.83725976,372352400
2013-06-04,13.79366398,13.95084656,13.73472092,13.91369953,292728800
2013-06-05,13.66472435,13.83694968,13.62174467,13.68130172,290589600
2013-06-07,13.56341839,13.60731868,13.28589282,13.40040313,404535600
2013-06-11,13.43417168,13.59258228,13.30277739,13.37707146,286112400
2013-06-12,13.26808834,13.54622794,13.2469055,13.49250352,265227200
2013-06-13,13.38382626,13.42005187,13.16248192,13.27760626,285832400
2013-06-14,13.20239067,13.39395686,13.15480551,13.36663394,271866000
2013-06-17,13.26225281,13.37584169,13.21190585,13.24506142,259414400
2013-06-18,13.25519371,13.35128381,13.20730278,13.24874704,195025600
