Date,Close,High,Low,Open,Volume
2012-08-02,11.54049969,11.71700001,11.43299961,11.52799988,60962000
2012-08-03,11.74849987,11.82450008,11.65149975,11.70149994,56506000
2012-08-06,11.69950008,11.7869997,11.69050026,11.77799988,36874000
2012-08-07,11.82800007,11.89999962,11.66250038,11.70650005,41166000
2012-08-08,11.71899986,11.82250023,11.67949963,11.76449966,30686000
2012-08-09,11.70300007,11.79950047,11.67500019,11.69649982,30962000
2012-08-10,11.63749981,11.74250031,11.57149982,11.65400028,37050000
2012-08-13,11.62199974,11.71850014,11.55000019,11.61149979,39946000
2012-08-14,11.65950012,11.83600044,11.63099957,11.73550034,55020000
2012-08-15,11.87100029,11.90699959,11.61250019,11.61299992,65294000
2012-08-16,12.07750034,12.14099979,11.81000042,11.88599968,86242000
2012-08-17,12.05850029,12.16749954,12.02350044,12.02999973,61716000
2012-08-20,12.01749992,12.08250046,11.90999985,12.06849957,37798000
2012-08-21,11.97249985,12.19250011,11.92749977,12.04399967,51430000
2012-08-22,12.15499973,12.24499989,11.93999958,11.97000027,49474000
2012-08-23,12.06000042,12.17399979,11.95100021,12.10700035,49078000
2012-08-24,12.2869997,12.34350014,12.06799984,12.08399963,73976000
2012-08-27,12.1960001,12.375,12.15600014,12.28950024,58594000
2012-08-28,12.30550003,12.33899975,12.14999962,12.19849968,54846000
2012-08-29,12.35599995,12.38049984,12.22949982,12.33899975,35452000
2012-08-30,12.31099987,12.5,12.26249981,12.3494997,72950000
2012-08-31,12.41349983,12.47249985,12.27499962,12.4034996,66950000
2012-09-04,12.39400005,12.55000019,12.2329998,12.41349983,79016000
2012-09-05,12.31099987,12.43050003,12.26500034,12.38049984,53052000
2012-09-06,12.56900024,12.63500023,12.35999966,12.41149998,107228000
2012-09-07,12.95699978,12.97099972,12.67599964,12.69250011,100590000
2012-09-10,12.85449982,13.0,12.8409996,12.94999981,51344000
2012-09-11,12.78349972,12.88000011,12.7130003,12.88000011,50496000
2012-09-12,12.78149986,12.88899994,12.67500019,12.82499981,45464000
2012-09-13,13.01200008,13.10000038,12.68999958,12.74699974,70512000
2012-09-14,13.0635004,13.20549965,12.98849964,13.06999969,73324000
2012-09-17,12.89999962,13.0625,12.85000038,13.0625,46126000
2012-09-18,12.9375,13.02499962,12.85000038,12.92399979,44300000
2012-09-19,13.08399963,13.1420002,12.92650032,12.97249985,52736000
2012-09-20,13.04049969,13.04349995,12.89999962,13.00150013,58272000
2012-09-21,12.87349987,13.10000038,12.83699989,13.08699989,121186000
2012-09-24,12.73999977,12.77999973,12.64999962,12.76099968,54158000
2012-09-25,12.62300014,12.94750023,12.55150032,12.81649971,88116000
2012-09-26,12.48349953,12.73050022,12.41149998,12.61999989,58410000
2012-09-27,12.8295002,12.86999989,12.52600002,12.52700043,67948000
2012-09-28,12.7159996,12.85000038,12.65999985,12.80700016,49132000
2012-10-01,12.60050011,12.80799961,12.52449989,12.77000046,51624000
2012-10-02,12.52999973,12.65750027,12.45149994,12.64000034,43916000
2012-10-03,12.79599953,12.80500031,12.47799969,12.56050014,54912000
2012-10-04,13.02350044,13.07600021,12.79349995,12.80049992,54008000
2012-10-05,12.92549992,13.09500027,12.87450027,13.06000042,56130000
2012-10-08,12.95300007,12.98999977,12.77799988,12.8835001,35246000
2012-10-09,12.54800034,12.96749973,12.53649998,12.93350029,69896000
2012-10-10,12.24950027,12.62300014,12.20049953,12.60000038,78966000
2012-10-11,12.21100044,12.46500015,12.09449959,12.39999962,68946000
2012-10-12,12.11800003,12.27299976,12.09549999,12.1590004,44064000
2012-10-15,12.20899963,12.23900032,11.92549992,12.14249992,59196000
2012-10-16,12.19699955,12.28849983,12.10400009,12.24349976,44082000
2012-10-17,12.37450027,12.43999958,12.16499996,12.16849995,66054000
2012-10-18,12.24250031,12.5454998,12.13500023,12.38850021,106106000
2012-10-19,12.0,12.3409996,11.94699955,12.25800037,87906000
2012-10-22,11.68900013,11.94750023,11.61600018,11.94050026,90000000
2012-10-23,11.71549988,11.82499981,11.50049973,11.55249977,88616000
2012-10-24,11.42450047,11.79699993,11.39750004,11.79399967,73574000
2012-10-25,11.14599991,11.54599953,11.14599991,11.54599953,134826000
2012-10-31,11.64449978,11.93500042,11.52499962,11.81599998,95952000
2012-11-01,11.60700035,11.72749996,11.56700039,11.71150017,78102000
2012-11-02,11.62100029,11.86999989,11.60550022,11.70049953,67494000
2012-11-05,11.71650028,11.7414999,11.50549984,11.60200024,36922000
2012-11-06,11.87800026,11.88749981,11.72249985,11.77050018,53226000
2012-11-07,11.60299969,11.78299999,11.47099972,11.78250027,72484000
2012-11-08,11.36750031,11.67249966,11.35499954,11.61100006,59648000
2012-11-09,11.31550026,11.54850006,11.22999954,11.31299973,61850000
2012-11-12,11.32349968,11.46100044,11.27050018,11.3295002,42576000
2012-11-13,11.32999992,11.39500046,11.23550034,11.25599957,52596000
2012-11-14,11.14750004,11.37049961,11.12549973,11.32499981,60682000
2012-11-15,11.02999973,11.25800037,10.9090004,11.11499977,68094000
2012-11-16,11.26150036,11.3125,10.93200016,11.06550026,87056000
2012-11-19,11.48550034,11.625,11.37250042,11.41600037,71824000
2012-11-20,11.68900013,11.69099998,11.47500038,11.5,55434000
2012-11-21,11.90149975,11.93350029,11.63749981,11.69200039,59186000
2012-11-23,11.99400043,12.0,11.82400036,11.99450016,35536000
2012-11-26,12.18099976,12.2159996,11.89999962,12.01949978,83566000
2012-11-27,12.17000008,12.28349972,12.07699966,12.16100025,60970000
2012-11-28,12.35550022,12.36149979,12.07499981,12.12250042,54868000
2012-11-29,12.5635004,12.6239996,12.375,12.40250015,106210000
2012-11-30,12.60249996,12.63249969,12.41349983,12.51900005,75948000
2012-12-03,12.51650047,12.70800018,12.5,12.62699986,59812000
2012-12-04,12.62450027,12.64999962,12.43299961,12.49699974,62294000
2012-12-05,12.69799995,12.77750015,12.51900005,12.62199974,57044000
2012-12-06,12.66849995,12.7585001,12.57549953,12.64999962,71158000
2012-12-07,12.66349983,12.76049995,12.60050011,12.70699978,43406000
2012-12-10,12.38850021,12.73900032,12.36499977,12.65499973,70076000
2012-12-11,12.53450012,12.67399979,12.33250046,12.42500019,83704000
2012-12-12,12.5880003,12.71800041,12.50300026,12.55350018,52562000
2012-12-13,12.5625,12.72700024,12.5010004,12.55550003,49204000
2012-12-14,12.45950031,12.59500027,12.38949966,12.50549984,50538000
2012-12-17,12.69299984,12.69999981,12.4630003,12.49050045,45540000
2012-12-18,13.02000046,13.15550041,12.72850037,12.72850037,99220000
2012-12-19,12.89949989,13.08349991,12.88399982,13.06499958,46000000
2012-12-20,13.07499981,13.12049961,12.82699966,12.91800022,51692000
2012-12-21,12.84599972,12.91899967,12.7869997,12.89099979,94092000
2012-12-24,12.93099976,12.97500038,12.84799957,12.86499977,19688000
2012-12-26,12.43150043,12.87100029,12.40200043,12.85750008,83054000
2012-12-27,12.41549969,12.46749973,12.14299965,12.41399956,72786000
2012-12-28,12.25899982,12.37199974,12.25249958,12.29249954,37174000
2012-12-31,12.54349995,12.62049961,12.13749981,12.1875,68380000
2013-01-02,12.86550045,12.90499973,12.66300011,12.8039999,65420000
2013-01-03,12.92399979,13.04399967,12.81849957,12.86349964,55018000
2013-01-04,12.95750046,12.98999977,12.83250046,12.87899971,37484000
2013-01-07,13.42300034,13.48649979,13.1335001,13.14850044,98200000
2013-01-08,13.31900024,13.44900036,13.17850018,13.35350037,60214000
2013-01-09,13.31750011,13.47500038,13.27000046,13.40849972,45312000
2013-01-10,13.2670002,13.43700027,13.11499977,13.42700005,57268000
2013-01-11,13.39700031,13.42150021,13.20549965,13.25500011,48266000
2013-01-14,13.63650036,13.7130003,13.37699986,13.39999962,85500000
2013-01-15,13.59500027,13.63650036,13.46500015,13.5340004,46538000
2013-01-16,13.44649982,13.56200027,13.39150047,13.52649975,41312000
2013-01-17,13.52400017,13.59850025,13.46049976,13.57499981,37692000
2013-01-18,13.60599995,13.72500038,13.47999954,13.54150009,58840000
2013-01-22,13.50949955,13.60499954,13.46150017,13.58100033,42754000
2013-01-23,13.40550041,13.55449963,13.33250046,13.5284996,50178000
2013-01-24,13.67300034,13.83250046,13.46850014,13.46850014,68340000
2013-01-25,14.19950008,14.23600006,13.72000027,13.75,99362000
2013-01-28,13.80200005,14.22399998,13.72000027,14.18900013,86428000
2013-01-31,13.27499962,13.79699993,13.18500042,13.55200005,135442000
2013-02-01,13.25,13.44649982,13.14000034,13.44649982,122300000
2013-02-04,12.9989996,13.23400021,12.95349979,13.13899994,74472000
2013-02-05,13.34449959,13.40149975,13.07299995,13.10000038,80258000
2013-02-06,13.11100006,13.34449959,13.05550003,13.25800037,55408000
2013-02-07,13.01150036,13.20499992,12.75549984,13.20499992,79514000
2013-02-08,13.09749985,13.26249981,13.02750015,13.06999969,77584000
2013-02-11,12.86050034,13.16250038,12.82999992,13.15999985,68074000
2013-02-12,12.93500042,13.00800037,12.85000038,12.95950031,58874000
2013-02-13,13.47350025,13.49800014,13.01500034,13.07649994,105860000
2013-02-14,13.46199989,13.53250027,13.27000046,13.36849976,69260000
2013-02-15,13.25450039,13.4460001,13.15550041,13.38150024,79598000
2013-02-19,13.48750019,13.50549984,13.22500038,13.2954998,57084000
2013-02-20,13.32050037,13.71500015,13.31849957,13.51000023,70578000
2013-02-21,13.29699993,13.47399998,13.16250038,13.25599957,72748000
2013-02-22,13.27099991,13.35550022,13.08049965,13.33100033,62496000
2013-02-25,12.99349976,13.43449974,12.98250008,13.34700012,60648000
2013-02-26,12.96800041,13.10200024,12.78649998,13.04450035,66972000
2013-02-27,13.16250038,13.29150009,12.84300041,12.97000027,58162000
2013-02-28,13.21350002,13.35000038,13.03149986,13.09049988,53344000
2013-03-01,13.2869997,13.32999992,13.05200005,13.16349983,59140000
2013-03-04,13.65550041,13.66499996,13.20699978,13.26799965,69060000
2013-03-05,13.77950001,13.83399963,13.49950027,13.69999981,73724000
2013-03-06,13.68949986,13.82450008,13.59150028,13.78800011,41014000
2013-03-07,13.69400024,13.73999977,13.59249973,13.70499992,38780000
2013-03-08,13.70950031,13.77200031,13.57499981,13.75,37596000
2013-03-11,13.56200027,13.69950008,13.52000046,13.67150021,38098000
2013-03-12,13.70650005,13.86999989,13.51799965,13.55000019,64924000
2013-03-13,13.75500011,13.82499981,13.63199997,13.76200008,37684000
2013-03-14,13.2869997,13.5,13.17650032,13.48349953,104534000
2013-03-15,13.0909996,13.36299992,13.00249958,13.2489996,97318000
2013-03-18,12.89449978,13.07450008,12.85599995,12.96500015,54404000
2013-03-19,12.82050037,12.97500038,12.63099957,12.92000008,74770000
2013-03-20,12.86400032,12.98799992,12.72749996,12.90250015,54778000
2013-03-21,12.66950035,12.85000038,12.63399982,12.80550003,56128000
2013-03-22,12.88749981,12.88850021,12.60350037,12.72749996,62492000
2013-03-25,12.80099964,12.9715004,12.72500038,12.9289999,50278000
2013-03-26,13.01550007,13.07400036,12.81400013,12.85249996,48420000
2013-03-27,13.26500034,13.29650021,12.89500046,12.9375,57498000
2013-03-28,13.32450008,13.36900043,13.20300007,13.29100037,49474000
2013-04-01,13.08049965,13.36999989,13.05049992,13.34899998,50496000
2013-04-02,13.16600037,13.29450035,13.02750015,13.11999989,52622000
2013-04-03,12.95149994,13.18350029,12.88749981,13.10599995,48276000
2013-04-04,12.95400047,13.02050018,12.80599976,12.96150017,39288000
2013-04-05,12.77400017,12.80900002,12.68350029,12.78600025,51148000
2013-04-08,12.94750023,12.98400021,12.78149986,12.79599953,45912000
2013-04-09,13.05700016,13.13049984,12.85000038,12.94250011,43132000
2013-04-10,13.23849964,13.29899979,12.9659996,13.08899975,46450000
2013-04-11,13.49250031,13.54850006,13.23700047,13.23700047,61810000
2013-04-12,13.64350033,13.66349983,13.35099983,13.50599957,57326000
2013-04-15,13.38599968,13.75599957,13.35499954,13.5539999,66520000
2013-04-16,13.61699963,13.64000034,13.40299988,13.46549988,42744000
2013-04-17,13.36999989,13.54249954,13.21249962,13.53999996,62702000
2013-04-18,12.97099972,13.3494997,12.82999992,13.34049988,62752000
2013-04-19,13.01599979,13.14400005,12.875,12.90799999,52050000
2013-04-22,13.17749977,13.22999954,12.90149975,12.96749973,42382000
2013-04-23,13.44499969,13.49349976,13.22500038,13.22500038,45412000
2013-04-24,13.43900013,13.57349968,13.34049988,13.47500038,37056000
2013-04-25,13.73499966,13.78999996,13.52499962,13.57649994,122330000
2013-04-29,12.48700047,12.85050011,12.45750046,12.74499989,142340000
2013-04-30,12.69050026,12.73400021,12.42800045,12.46850014,84976000
2013-05-01,12.41149998,12.71000004,12.28750038,12.69499969,87828000
2013-05-02,12.62749958,12.64649963,12.28899956,12.44699955,78724000
2013-05-03,12.90250015,12.96249962,12.73499966,12.80700016,70280000
2013-05-06,12.78600025,12.97500038,12.67099953,12.90450001,46956000
2013-05-07,12.88650036,12.98700047,12.64550018,12.81550026,62674000
2013-05-08,12.93400002,13.01500034,12.76650047,12.84350014,53540000
2013-05-09,13.00800037,13.17749977,12.84399986,12.9364996,55386000
2013-05-10,13.18150043,13.18249989,13.01049995,13.04399967,62906000
2013-05-13,13.22550011,13.29399967,13.10000038,13.13850021,42990000
2013-05-14,13.41650009,13.47000027,13.20149994,13.22500038,54000000
2013-05-15,13.32800007,13.45250034,13.22799969,13.35350037,54410000
2013-05-16,13.20600033,13.42150021,13.19250011,13.29800034,32870000
2013-05-17,13.49499989,13.4989996,13.25,13.29150009,50546000
2013-05-20,13.38150024,13.58950043,13.32499981,13.44999981,44180000
2013-05-21,13.44299984,13.53849983,13.38300037,13.43700027,34824000
2013-05-22,13.14799976,13.37950039,13.03999996,13.36950016,66640000
2013-05-23,13.09000015,13.15849972,12.97949982,13.02449989,40006000
2013-05-24,13.08699989,13.0965004,12.91699982,12.99250031,33926000
2013-05-28,13.36450005,13.55500031,13.30000019,13.32400036,69420000
2013-05-29,13.27649975,13.41250038,13.24199963,13.27299976,38068000
2013-05-30,13.34150028,13.42850018,13.28050041,13.28549957,33350000
2013-05-31,13.46000004,13.59549999,13.29699993,13.30000019,67486000
2013-06-03,13.34399986,13.45549965,13.14750004,13.44799995,50878000
2013-06-04,13.28499985,13.44400024,13.15100002,13.35000038,41772000
2013-06-05,13.35849953,13.58300018,13.2510004,13.29049969,70246000
2013-06-06,13.39150047,13.52499962,13.21049976,13.38749981,49526000
2013-06-07,13.84350014,14.00500011,13.45650005,13.48700047,92652000
2013-06-10,14.05350018,14.12349987,13.76200008,13.83399963,61730000
2013-06-11,13.73900032,13.9204998,13.71199989,13.80000019,61956000
2013-06-12,13.58349991,13.84000015,13.52250004,13.82999992,44778000
2013-06-13,13.78950024,13.84000015,13.51449966,13.57499981,52996000
2013-06-14,13.69950008,13.85350037,13.67199993,13.75,43016000
2013-06-17,13.90299988,14.01000023,13.78250027,13.81750011,57680000
2013-06-18,14.0880003,14.14550018,13.90550041,13.95400047,42922000
2013-06-19,13.90799999,14.16699982,13.89350033,14.06299973,56550000
2013-06-20,13.67199993,13.93000031,13.61950016,13.75699997,59680000
2013-06-21,13.66800022,13.79199982,13.48950005,13.72850037,84020000
2013-06-24,13.53050041,13.65799999,13.25,13.56449986,77276000
2013-06-25,13.60449982,13.67350006,13.44999981,13.61499977,48992000
2013-06-26,13.87849998,13.89900017,13.67500019,13.69900036,60590000
2013-06-27,13.87749958,14.01000023,13.72700024,13.95899963,50390000
2013-06-28,13.88449955,13.9914999,13.80949974,13.80949974,63866000
2013-07-01,14.10499954,14.16450024,13.8579998,13.94999981,57764000
2013-07-02,14.1864996,14.32900047,14.02950001,14.05200005,64764000
2013-07-03,14.20149994,14.27000046,14.10000038,14.10000038,27460000
2013-07-05,14.29399967,14.31900024,14.10350037,14.25,39708000
2013-07-08,14.52950001,14.58349991,14.30700016,14.3210001,60934000
2013-07-09,14.57649994,14.62849998,14.4005003,14.55000019,55512000
2013-07-10,14.6164999,14.66699982,14.47000027,14.57050037,36204000
2013-07-11,14.9829998,15.03450012,14.60499954,14.74950027,80146000
2013-07-12,15.37749958,15.37749958,14.92500019,14.93449974,90786000
2013-07-15,15.32849979,15.39949989,15.21749973,15.36349964,44912000
2013-07-16,15.34350014,15.46949959,15.2755003,15.36499977,53204000
2013-07-17,15.43449974,15.43999958,15.28450012,15.34850025,40594000
2013-07-18,15.20549965,15.31700039,15.09350014,15.3135004,61276000
2013-07-19,15.26150036,15.28950024,15.09549999,15.21949959,59462000
2013-07-22,15.17399979,15.46249962,15.10000038,15.46249962,50414000
2013-07-23,15.05300045,15.25300026,15.02799988,15.15799999,39992000
2013-07-24,14.94699955,15.19200039,14.90200043,15.15100002,40010000
2013-07-25,15.17000008,15.22500038,14.83749962,14.94999981,108116000
2013-07-29,15.30500031,15.64999962,15.29500008,15.55350018,64236000
2013-07-30,15.12049961,15.48900032,15.07849979,15.38599968,61068000
2013-07-31,15.06099987,15.25749969,15.05000019,15.19550037,37826000
2013-08-01,15.2784996,15.31050014,14.94499969,15.15400028,59434000
2013-08-02,15.21049976,15.26650047,15.07499981,15.23149967,50052000
2013-08-05,15.04950047,15.18099976,14.91499996,15.17000008,44664000
2013-08-06,15.03750038,15.06799984,14.8760004,15.0255003,36980000
2013-08-07,14.84549999,15.04950047,14.80749989,15.00749969,39220000
2013-08-08,14.7869997,14.92599964,14.62749958,14.92599964,46868000
2013-08-09,14.86299992,14.96350002,14.71500015,14.7840004,39006000
2013-08-12,14.83450031,14.95400047,14.76299953,14.78950024,30090000
2013-08-13,14.69849968,14.81849957,14.53349972,14.79399967,46998000
2013-08-14,14.56700039,14.71450043,14.52700043,14.71450043,28300000
2013-08-15,14.32349968,14.46500015,14.25749969,14.43949986,45228000
2013-08-16,14.24100018,14.41650009,14.22500038,14.32750034,48450000
2013-08-19,14.2784996,14.47799969,14.17399979,14.25949955,49548000
2013-08-20,14.35449982,14.47550011,14.2869997,14.29399967,31726000
2013-08-21,14.22850037,14.42500019,14.19149971,14.25450039,36306000
2013-08-22,14.48649979,14.49349976,14.23999977,14.23999977,28452000
2013-08-23,14.50049973,14.57499981,14.39500046,14.56050014,39238000
2013-08-26,14.31050014,14.55249977,14.28100014,14.52149963,34234000
2013-08-27,14.04650021,14.26399994,13.98700047,14.19349957,49520000
2013-08-28,14.07900047,14.14999962,13.96650028,14.01799965,29142000
2013-08-29,14.19900036,14.29899979,14.0,14.07250023,31328000
2013-08-30,14.04899979,14.24349976,14.0,14.22949982,30694000
2013-09-03,14.43999958,14.56949997,14.20849991,14.23649979,57952000
2013-09-04,14.68200016,14.76150036,14.37899971,14.41650009,48772000
2013-09-05,14.70499992,14.85000038,14.63549995,14.68150043,36332000
2013-09-06,14.79300022,14.94400024,14.53999996,14.76650047,45840000
2013-09-09,14.98550034,14.99800014,14.82999992,14.86100006,32872000
2013-09-10,15.01799965,15.05000019,14.86100006,15.02750015,35568000
2013-09-11,14.98200035,15.09300041,14.8920002,14.94550037,34852000
2013-09-12,14.94299984,15.10000038,14.88300037,14.96949959,32124000
2013-09-13,14.89599991,15.01099968,14.81000042,15.00699997,27012000
2013-09-16,14.80300045,15.05000019,14.76299953,14.99100018,36168000
2013-09-17,15.20849991,15.23250008,14.80049992,14.88150024,45930000
2013-09-18,15.60149956,15.63700008,15.14550018,15.20300007,58928000
2013-09-19,15.60299969,15.72700024,15.55200005,15.6885004,47018000
2013-09-20,15.81700039,16.0284996,15.62049961,15.62699986,106046000
2013-09-23,15.57450008,15.79500008,15.4385004,15.70049953,37698000
2013-09-24,15.70650005,15.90400028,15.56400013,15.62150002,40672000
2013-09-25,15.63249969,15.83549976,15.53750038,15.72649956,40172000
2013-09-26,15.90600014,15.96850014,15.66300011,15.69499969,39798000
2013-09-27,15.80049992,15.86050034,15.66749954,15.84599972,33150000
2013-09-30,15.63199997,15.76550007,15.55300045,15.6704998,32472000
2013-10-01,16.04750061,16.04999924,15.68249989,15.71100044,47928000
2013-10-02,16.02549934,16.08650017,15.8760004,15.90200043,44348000
2013-10-03,15.73799992,16.14599991,15.65100002,16.01950073,53496000
2013-10-04,15.95199966,15.96000004,15.63099957,15.75650024,36300000
2013-10-07,15.50150013,15.7670002,15.48700047,15.76200008,41664000
2013-10-08,15.16149998,15.57750034,15.01350021,15.57499981,63324000
2013-10-09,14.91149998,15.17500019,14.82499981,15.17099953,64948000
2013-10-10,15.2585001,15.33500004,15.12950039,15.23149967,51102000
2013-10-11,15.54450035,15.54650021,15.19200039,15.23849964,43262000
2013-10-14,15.53499985,15.58250046,15.35000038,15.46100044,38782000
2013-10-15,15.31999969,15.53950024,15.26299953,15.49349976,45222000
2013-10-16,15.52449989,15.53999996,15.27750015,15.41899967,43414000
2013-10-17,15.53849983,15.55000019,15.26200008,15.35350037,52968000
2013-10-18,16.44650078,16.59449959,15.83749962,15.96800041,119396000
2013-10-21,16.3220005,16.5,16.19000053,16.49449921,50446000
2013-10-22,16.62700081,16.85549927,16.2840004,16.38599968,78710000
2013-10-23,16.33799934,16.58600044,16.20299911,16.54199982,56364000
2013-10-24,16.61050034,16.63249969,16.33749962,16.48150063,117694000
2013-10-28,17.90800095,18.13750076,17.86000061,17.99600029,72716000
2013-10-29,18.13500023,18.14450073,17.81450081,17.94799995,43708000
2013-10-30,18.05400085,18.25,17.93250084,18.13100052,90044000
2013-10-31,18.20149994,18.29999924,17.95000076,18.08650017,49336000
2013-11-01,17.95000076,18.28849983,17.80500031,18.28149986,66620000
2013-11-04,17.93700027,18.04999924,17.71999931,18.00600052,38768000
2013-11-05,17.94449997,18.00849915,17.74200058,17.8390007,40142000
2013-11-06,17.80900002,18.14349937,17.72500038,18.02249908,45646000
2013-11-07,17.1779995,17.89500046,17.09399986,17.79299927,84926000
2013-11-08,17.51549911,17.55249977,17.20199966,17.29750061,53138000
2013-11-11,17.71899986,17.76849937,17.40299988,17.52949905,45234000
2013-11-12,17.47649956,17.77400017,17.36400032,17.64949989,46862000
2013-11-13,17.81100082,17.81100082,17.2840004,17.37000084,55466000
2013-11-14,18.37000084,18.4470005,17.82150078,17.86949921,83196000
